Address,Name,Mangled,Pass,Score,Evidence,Source,Date
0x0027d690,UICanJoinRoom,UICanJoinRoom,ui-binding-derived,0.80,ui-binding-derived: derived from the command string CanJoinRoom; no demo counterpart,demo_symbol_renames_ui_derived.csv; research/55,2026-09-24
0x0027d730,UIJoinMPGame,UIJoinMPGame__FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command JoinMPGame -> demo UIJoinMPGame__FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027d7d0,UICreateMPGame,UICreateMPGame__FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command CreateMPGame -> demo UICreateMPGame__FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027d820,UIRefreshGamePlayerList,UIRefreshGamePlayerList__FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command RefreshGamePlayerList -> demo UIRefreshGamePlayerList__FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027d8c0,UIInitializeOnlineArmory,UIInitializeOnlineArmory,ui-binding-derived,0.80,ui-binding-derived: derived from the command string InitializeOnlineArmory; no demo counterpart,demo_symbol_renames_ui_derived.csv; research/55,2026-09-24
0x0027d900,UIRefreshRoomPlayerList,UIRefreshRoomPlayerList__FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command RefreshRoomPlayerList -> demo UIRefreshRoomPlayerList__FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027daa0,UIRefreshRoomList,UIRefreshRoomList__FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command RefreshRoomList -> demo UIRefreshRoomList__FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027db40,UIRefreshGameList,UIRefreshGameList__FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command RefreshGameList -> demo UIRefreshGameList__FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027dc80,UIGetAcctInfo,UIGetAcctInfo__FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command GetAcctInfo -> demo UIGetAcctInfo__FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027dc90,UILobbyBailout,UILobbyBailout__FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command LobbyBailout -> demo UILobbyBailout__FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027dcc0,UILobbyLogout,UILobbyLogout__FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command LobbyLogout -> demo UILobbyLogout__FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027dd20,UILobbyLogin,UILobbyLogin__FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command LobbyLogin -> demo UILobbyLogin__FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027dde0,UILobbyRegister,UILobbyRegister__FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command LobbyRegister -> demo UILobbyRegister__FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027dea0,UIGetNumSavedGames,UIGetNumSavedGames__FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command GetNumSavedGames -> demo UIGetNumSavedGames__FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027dfe0,UIDoesSlotHaveGame,UIDoesSlotHaveGame__FP13C2DAnimCmdHdrPf,string-set&ui-binding,0.90,string-set: strings=2;order=between;callees=overlap | ui-binding: binding table row: command DoesSlotHaveGame -> demo UIDoesSlotHaveGame__FP13C2DAnimCmdHdrPf,demo_symbol_renames_strings.csv; research/53 | demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027e110,UIFormatMemCard,UIFormatMemCard__FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command FormatMemCard -> demo UIFormatMemCard__FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027e120,UIIsMemcardSaveOK,UIIsMemcardSaveOK,ui-binding-derived,0.80,ui-binding-derived: derived from the command string IsMemcardSaveOK; no demo counterpart,demo_symbol_renames_ui_derived.csv; research/55,2026-09-24
0x0027e1a0,UIIsMemCardFormatted,UIIsMemCardFormatted__FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command IsMemCardFormatted -> demo UIIsMemCardFormatted__FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027e1b0,UIIsMemCardInserted,UIIsMemCardInserted__FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command IsMemCardInserted -> demo UIIsMemCardInserted__FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027e1c0,UIVCButton,UIVCButton,ui-binding-derived,0.80,ui-binding-derived: derived from the command string VCButton; no demo counterpart,demo_symbol_renames_ui_derived.csv; research/55,2026-09-24
0x0027e2b0,UICheckJoinMP,UICheckJoinMP__FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command CheckJoinMP -> demo UICheckJoinMP__FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027e380,UIJoinGameServer,UIJoinGameServer__FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command JoinGameServer -> demo UIJoinGameServer__FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027e420,UIDisconnectFromGameServer,UIDisconnectFromGameServer__FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command DisconnectFromGameServer -> demo UIDisconnectFromGameServer__FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027e4c0,UIConnectToGameServer,UIConnectToGameServer__FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command ConnectToGameServer -> demo UIConnectToGameServer__FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027e540,UIHostLANGame,UIHostLANGame,ui-binding-derived,0.80,ui-binding-derived: derived from the command string HostLANGame; no demo counterpart,demo_symbol_renames_ui_derived.csv; research/55,2026-09-24
0x0027e5c0,UIUnInitNetwork,UIUnInitNetwork__FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command UnInitNetwork -> demo UIUnInitNetwork__FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027e6d0,UIIsNetwork,UIIsNetwork__FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command IsNetwork -> demo UIIsNetwork__FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027e6e0,UIIsSessionMaster,UIIsSessionMaster__FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command IsSessionMaster -> demo UIIsSessionMaster__FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027e720,UISwitchMenu,UISwitchMenu__FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command SwitchMenu -> demo UISwitchMenu__FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027eb10,UIPopUpDialog,UIPopUpDialog__FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command PopUpDialog -> demo UIPopUpDialog__FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027eb50,UISetMission,UISetMission__FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command SetMission -> demo UISetMission__FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027f820,anon_zanim_menu_SaveSavedGame,_SaveSavedGame__24@unnamed@zanim_menu_cpp@FP13C2DAnimCmdHdrPf,string-set&ui-binding,0.90,string-set: strings=3;order=between;callees=overlap | ui-binding: binding table row: command SaveSavedGame -> demo _SaveSavedGame__24@unnamed@zanim_menu_cpp@FP13C2DAnimCmdHdrPf,demo_symbol_renames_strings.csv; research/53 | demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027fa40,anon_zanim_menu_LoadSavedGame,_LoadSavedGame__24@unnamed@zanim_menu_cpp@FP13C2DAnimCmdHdrPf,string-set&ui-binding,0.90,string-set: strings=3;order=between;callees=overlap | ui-binding: binding table row: command LoadSavedGame -> demo _LoadSavedGame__24@unnamed@zanim_menu_cpp@FP13C2DAnimCmdHdrPf,demo_symbol_renames_strings.csv; research/53 | demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027fb40,anon_zanim_menu_UISetControllerConfig,UISetControllerConfig__24@unnamed@zanim_menu_cpp@FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command SetControllerConfig -> demo UISetControllerConfig__24@unnamed@zanim_menu_cpp@FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027ff00,UIUpdateMpFinalStatsUiVars,UIUpdateMpFinalStatsUiVars,ui-binding-derived,0.80,ui-binding-derived: derived from the command string UpdateMpFinalStatsUiVars; no demo counterpart,demo_symbol_renames_ui_derived.csv; research/55,2026-09-24
0x0027ff20,anon_zanim_menu_OnSetTtySpeedFactor,OnSetTtySpeedFactor__24@unnamed@zanim_menu_cpp@FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command SetTtySpeedFactor -> demo OnSetTtySpeedFactor__24@unnamed@zanim_menu_cpp@FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x0027ffb0,anon_zanim_menu_OnSetCounterSpeedFactor,OnSetCounterSpeedFactor__24@unnamed@zanim_menu_cpp@FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command SetCounterSpeedFactor -> demo OnSetCounterSpeedFactor__24@unnamed@zanim_menu_cpp@FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x00280040,anon_zanim_menu_OnReplayMission,OnReplayMission__24@unnamed@zanim_menu_cpp@FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command ReplayMission -> demo OnReplayMission__24@unnamed@zanim_menu_cpp@FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x002800c0,anon_zanim_menu_OnRemoveEquipment,OnRemoveEquipment__24@unnamed@zanim_menu_cpp@FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command RemoveEquipment -> demo OnRemoveEquipment__24@unnamed@zanim_menu_cpp@FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x002801c0,anon_zanim_menu_OnListSavedGames,OnListSavedGames__24@unnamed@zanim_menu_cpp@FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command ListSavedGames -> demo OnListSavedGames__24@unnamed@zanim_menu_cpp@FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x00280770,anon_zanim_menu_OnIsMissionSuccessful,OnIsMissionSuccessful__24@unnamed@zanim_menu_cpp@FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command IsMissionSuccessful -> demo OnIsMissionSuccessful__24@unnamed@zanim_menu_cpp@FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x00280790,anon_zanim_menu_OnIsEquipmentSelected,OnIsEquipmentSelected__24@unnamed@zanim_menu_cpp@FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command IsEquipmentSelected -> demo OnIsEquipmentSelected__24@unnamed@zanim_menu_cpp@FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x002808d0,anon_zanim_menu_OnGetTextFromUser,OnGetTextFromUser__24@unnamed@zanim_menu_cpp@FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command GetTextInput -> demo OnGetTextFromUser__24@unnamed@zanim_menu_cpp@FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x002808e0,UIDoAllSelCharsHaveWeapon,UIDoAllSelCharsHaveWeapon,ui-binding-derived,0.80,ui-binding-derived: derived from the command string DoAllSelCharsHaveWeapon; no demo counterpart,demo_symbol_renames_ui_derived.csv; research/55,2026-09-24
0x00280d60,UICanCharactersSelectUIWeapon,UICanCharactersSelectUIWeapon,ui-binding-derived,0.80,ui-binding-derived: derived from the command string CanCharactersSelectUIWeapon; no demo counterpart,demo_symbol_renames_ui_derived.csv; research/55,2026-09-24
0x00281030,UIDoAllSelCharsHaveLockedEquip3,UIDoAllSelCharsHaveLockedEquip3,ui-binding-derived,0.80,ui-binding-derived: derived from the command string DoAllSelCharsHaveLockedEquip3; no demo counterpart,demo_symbol_renames_ui_derived.csv; research/55,2026-09-24
0x00281040,UIDoAllSelCharsHaveLockedEquip2,UIDoAllSelCharsHaveLockedEquip2,ui-binding-derived,0.80,ui-binding-derived: derived from the command string DoAllSelCharsHaveLockedEquip2; no demo counterpart,demo_symbol_renames_ui_derived.csv; research/55,2026-09-24
0x00281050,UIDoAllSelCharsHaveLockedEquip1,UIDoAllSelCharsHaveLockedEquip1,ui-binding-derived,0.80,ui-binding-derived: derived from the command string DoAllSelCharsHaveLockedEquip1; no demo counterpart,demo_symbol_renames_ui_derived.csv; research/55,2026-09-24
0x00281060,UIDoAllSelCharsHaveEquip3,UIDoAllSelCharsHaveEquip3,ui-binding-derived,0.80,ui-binding-derived: derived from the command string DoAllSelCharsHaveEquip3; no demo counterpart,demo_symbol_renames_ui_derived.csv; research/55,2026-09-24
0x00281070,UIDoAllSelCharsHaveEquip2,UIDoAllSelCharsHaveEquip2,ui-binding-derived,0.80,ui-binding-derived: derived from the command string DoAllSelCharsHaveEquip2; no demo counterpart,demo_symbol_renames_ui_derived.csv; research/55,2026-09-24
0x00281080,UIDoAllSelCharsHaveEquip1,UIDoAllSelCharsHaveEquip1,ui-binding-derived,0.80,ui-binding-derived: derived from the command string DoAllSelCharsHaveEquip1; no demo counterpart,demo_symbol_renames_ui_derived.csv; research/55,2026-09-24
0x00281090,UICopyUIVar,UICopyUIVar,ui-binding-derived,0.80,ui-binding-derived: derived from the command string CopyUIVar; no demo counterpart,demo_symbol_renames_ui_derived.csv; research/55,2026-09-24
0x00281a70,anon_zanim_menu_OnCloseAndSwitch,OnCloseAndSwitch__24@unnamed@zanim_menu_cpp@FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command CloseAndSwitch -> demo OnCloseAndSwitch__24@unnamed@zanim_menu_cpp@FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x00281bc0,UICleanupMissionMemory,UICleanupMissionMemory,ui-binding-derived,0.80,ui-binding-derived: derived from the command string CleanupMissionMemory; no demo counterpart,demo_symbol_renames_ui_derived.csv; research/55,2026-09-24
0x00281be0,UIChooseDefaultEquipmentOnly,UIChooseDefaultEquipmentOnly,ui-binding-derived,0.80,ui-binding-derived: derived from the command string ChooseDefaultEquipmentOnly; no demo counterpart,demo_symbol_renames_ui_derived.csv; research/55,2026-09-24
0x00282410,UIUpdateSelItemValves,UIUpdateSelItemValves,ui-binding-derived,0.80,ui-binding-derived: derived from the command string UpdateSelItemValves; no demo counterpart,demo_symbol_renames_ui_derived.csv; research/55,2026-09-24
0x00282420,UIChooseEquip3,UIChooseEquip3,ui-binding-derived,0.80,ui-binding-derived: derived from the command string ChooseEquip3; no demo counterpart,demo_symbol_renames_ui_derived.csv; research/55,2026-09-24
0x00282500,UIChooseEquip2,UIChooseEquip2,ui-binding-derived,0.80,ui-binding-derived: derived from the command string ChooseEquip2; no demo counterpart,demo_symbol_renames_ui_derived.csv; research/55,2026-09-24
0x002825e0,UIChooseEquip1,UIChooseEquip1,ui-binding-derived,0.80,ui-binding-derived: derived from the command string ChooseEquip1; no demo counterpart,demo_symbol_renames_ui_derived.csv; research/55,2026-09-24
0x002826c0,UIChooseSecondary,UIChooseSecondary,ui-binding-derived,0.80,ui-binding-derived: derived from the command string ChooseSecondary; no demo counterpart,demo_symbol_renames_ui_derived.csv; research/55,2026-09-24
0x002827e0,UIChoosePrimary,UIChoosePrimary,ui-binding-derived,0.80,ui-binding-derived: derived from the command string ChoosePrimary; no demo counterpart,demo_symbol_renames_ui_derived.csv; research/55,2026-09-24
0x002828b0,anon_zanim_menu_ExecuteChooseEquipment,ExecuteChooseEquipment__24@unnamed@zanim_menu_cpp@FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command ChooseEquipment -> demo ExecuteChooseEquipment__24@unnamed@zanim_menu_cpp@FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x00282980,anon_zanim_menu_ExecuteChooseDefaultEquipment,ExecuteChooseDefaultEquipment__24@unnamed@zanim_menu_cpp@FP13C2DAnimCmdHdrPf,ui-binding,0.90,ui-binding: binding table row: command ChooseDefaultEquipment -> demo ExecuteChooseDefaultEquipment__24@unnamed@zanim_menu_cpp@FP13C2DAnimCmdHdrPf,demo_symbol_renames_ui.csv; research/55,2026-09-24
0x002869d0,CBody_PartInSpace,PartInSpace__5CBodyCFP10CZBodyPartPC6CPnt3DP6CPnt3DP5CQuat,callgraph,0.80,callgraph: callgraph round 1; key=pair; |K|=3; order=between,demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x00286e50,ClipToBox,ClipToBox__FRC6CPnt3DRC6CPnt3DR6CPnt3Dffff,offset-multiset,0.75,"offset-multiset: offset multiset unique both sides, 47 accesses, ratio 0.95",demo_symbol_renames_offsets.csv; research/54,2026-09-24
0x00287210,GetFractionalRotations,GetFractionalRotations__FPC6CPnt3DPfPf,offset-multiset,0.75,"offset-multiset: offset multiset unique both sides, 12 accesses, ratio 0.78",demo_symbol_renames_offsets.csv; research/54,2026-09-24
0x00287550,QFromRot,QFromRot__FP5CQuatPC6CPnt3D,exact,1.00,"exact: fingerprint exact, 116 B",demo_symbol_renames.csv; research/44,2026-09-24
0x00289380,CZSIObject_Read,Read__10CZSIObjectFPUcUiPCc,offset-multiset,0.75,"offset-multiset: offset multiset unique both sides, 13 accesses, ratio 0.79",demo_symbol_renames_offsets.csv; research/54,2026-09-24
0x0028bb00,CBody_dtor,__dt__5CBodyFv,vtable-slot,0.75,vtable-slot: vtable CBody slot 0; fixed points start..end; ratio=0.52,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x0028eed0,CZBodyPart_Orient,Orient__10CZBodyPartFv,prefix+offsets,0.80,"prefix+offsets: prologue unique both sides + offset multiset unique both sides, 4 accesses",demo_symbol_renames_prefix_offsets.csv; research/54,2026-09-24
0x002904f0,zdb_CCamera_TestLandmarkFOG,TestLandmarkFOG__Q23zdb7CCameraFPC6CPnt3Df,offset-multiset,0.75,"offset-multiset: offset multiset unique both sides, 8 accesses, ratio 0.91 + callees",demo_symbol_renames_offsets.csv; research/54,2026-09-24
0x00290df0,zdb_CCamera_find_convex_hull_xz,find_convex_hull_xz__Q23zdb7CCameraFP6CPnt3Di,offset-multiset,0.75,"offset-multiset: offset multiset unique both sides, 22 accesses, ratio 0.95",demo_symbol_renames_offsets.csv; research/54,2026-09-24
0x00293890,zdb_CCamera_RegisterAnimCommands,RegisterAnimCommands__Q23zdb7CCameraFv,exact,1.00,"exact: fingerprint exact, 288 B",demo_symbol_renames.csv; research/44,2026-09-24
0x00293ec0,zdb_CCamera_UpdateDirectionalFog,UpdateDirectionalFog__Q23zdb7CCameraFv,offset-multiset,0.75,"offset-multiset: offset multiset unique both sides, 11 accesses, ratio 1.00",demo_symbol_renames_offsets.csv; research/54,2026-09-24
0x002998f0,CAppCamera_Tick,Tick__10CAppCameraFf,vtable-slot&callgraph,0.75,vtable-slot: vtable CAppCamera slot 0; fixed points start..end; ratio=0.81 | callgraph: callgraph round 2; key=callee+pair; |K|=3+3; order=between,"demo_symbol_renames_7c.csv; research/51, research/60 | demo_symbol_renames_callgraph_loose.csv; research/52",2026-09-24
0x0029b3c0,CAppCamera_AttachTo,AttachTo__10CAppCameraFP10CZSealBody,vtable-slot,0.75,vtable-slot: vtable CAppCamera slot 1; fixed points start..end; ratio=0.55,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x0029cf70,CHandler_ctor,__ct__8CHandlerFPCcUiPFP7CPacketP8CConsolePv_vPv,exact,1.00,"exact: fingerprint exact, 80 B",demo_symbol_renames.csv; research/44,2026-09-24
0x0029d270,CConsole_Debug,Debug__8CConsoleFiP7CPacketPCc,string-set&callgraph,0.80,string-set: strings=3;order=between;callees=overlap | callgraph: callgraph round 1; key=callee+pair; |K|=3+3; order=between,demo_symbol_renames_strings.csv; research/53 | demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x0029d690,CConsole_dtor,__dt__8CConsoleFv,vtable-slot,0.75,vtable-slot: vtable CConsole slot 0; fixed points start..end; ratio=0.99,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x0029d8a0,CPacketMsg_GetArg,GetArg__10CPacketMsgCFUi,exact,1.00,"exact: fingerprint exact, 68 B",demo_symbol_renames.csv; research/44,2026-09-24
0x0029d910,CPacketMsg_dtor,__dt__10CPacketMsgFv,vtable-slot,0.75,vtable-slot: vtable CPacketMsg slot 0; fixed points start..end; ratio=0.97,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x0029dc30,CPacket_ctor,__ct__7CPacketFP7CPacketUiUi,exact,1.00,"exact: fingerprint exact, 180 B",demo_symbol_renames.csv; research/44,2026-09-24
0x0029de90,CConsole_Send,Send__8CConsoleFP7CPacket,string-set&callgraph,0.80,string-set: strings=3;order=between;callees=none | callgraph: callgraph round 2; key=callee; |K|=1; order=between,demo_symbol_renames_strings.csv; research/53 | demo_symbol_renames_callgraph_loose.csv; research/52,2026-09-24
0x0029e160,CConsole_CheckEvent,CheckEvent__8CConsoleFv,string-set&callgraph,0.80,string-set: strings=6;order=between;callees=none | callgraph: callgraph round 4; key=callee; |K|=1; order=between,demo_symbol_renames_strings.csv; research/53 | demo_symbol_renames_callgraph_loose.csv; research/52,2026-09-24
0x0029f610,CEntity_RemoveAll,RemoveAll__7CEntityFv,offset-multiset,0.75,"offset-multiset: offset multiset unique both sides, 11 accesses, ratio 0.96",demo_symbol_renames_offsets.csv; research/54,2026-09-24
0x002a2560,CEntity_ComputeNextPosition,ComputeNextPosition__7CEntityFf,callgraph,0.80,callgraph: callgraph round 1; key=callee+pair; |K|=3+3; order=between,demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x002a2740,CEntityCtrl_dtor,__dt__11CEntityCtrlFv,vtable-slot,0.75,vtable-slot: vtable CEntityCtrl slot 0; fixed points start..end; ratio=1.00,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x002a2790,CEntityCtrl_ctor,__ct__11CEntityCtrlFi,exact,1.00,"exact: fingerprint exact, 68 B",demo_symbol_renames.csv; research/44,2026-09-24
0x002a3b30,CDIDummy_dtor,__dt__8CDIDummyFv,vtable-slot,0.75,vtable-slot: vtable CDIDummy slot 0; fixed points start..end; ratio=1.00,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x002a42b0,CMission_Sample_ExtractionLoc,Sample_ExtractionLoc__8CMissionFv,string-set,0.80,string-set: strings=1;order=between;callees=overlap,demo_symbol_renames_strings.csv; research/53,2026-09-24
0x002a4d30,CMission_LoadObjectiveCams,LoadObjectiveCams__8CMissionFP8CRdrFile,string-set&callgraph,0.80,string-set: strings=17;order=between;callees=none | callgraph: callgraph round 7; key=callee; |K|=1; order=between,demo_symbol_renames_strings.csv; research/53 | demo_symbol_renames_callgraph_loose.csv; research/52,2026-09-24
0x002a5290,CMission_LoadMissionCams,LoadMissionCams__8CMissionFP8CRdrFile,string-set&callgraph,0.80,string-set: strings=8;order=between;callees=overlap | callgraph: callgraph round 10; key=pair; |K|=3; order=between,demo_symbol_renames_strings.csv; research/53 | demo_symbol_renames_callgraph_loose.csv; research/52,2026-09-24
0x002a8140,ftsFixupAiMap,ftsFixupAiMap__FP6CAiMap,string-set,0.80,string-set: strings=4;order=between;callees=overlap,demo_symbol_renames_strings.csv; research/53,2026-09-24
0x002a8c90,aiMapPlaceItem,aiMapPlaceItem__FPQ23zdb5CNodeRC6CPnt3DiPC6CPnt3DPC6CPnt3D,callgraph,0.80,callgraph: callgraph round 1; key=callee+pair; |K|=3+3; order=between,demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x002a97c0,CMission_FadeToEndMission,FadeToEndMission__8CMissionFfi,string-set,0.80,string-set: strings=1;order=between;callees=none,demo_symbol_renames_strings.csv; research/53,2026-09-24
0x002a98a0,CMission_FadeToEndMissionTick,FadeToEndMissionTick__8CMissionFf,callgraph,0.80,callgraph: callgraph round 1; key=callee; |K|=1; order=between,demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x002a9f30,CMission_TickObjectives,TickObjectives__8CMissionFf,string-set&callgraph,0.80,string-set: strings=2;order=between;callees=overlap | callgraph: callgraph round 5; key=caller+pair; |K|=2+3; order=between,demo_symbol_renames_strings.csv; research/53 | demo_symbol_renames_callgraph_loose.csv; research/52,2026-09-24
0x002ab3f0,CMission_Close,Close__8CMissionFv,string-set&callgraph,0.80,string-set: strings=5;order=between;callees=overlap | callgraph: callgraph round 1; key=callee+pair; |K|=3+3; order=between,demo_symbol_renames_strings.csv; research/53 | demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x002abad0,CMission_ZAnimLoad,ZAnimLoad__8CMissionFv,string-set&offset-multiset,0.80,"string-set: strings=12;order=between;callees=overlap | offset-multiset: offset multiset unique both sides, 12 accesses, ratio 0.99",demo_symbol_renames_strings.csv; research/53 | demo_symbol_renames_offsets.csv; research/54,2026-09-24
0x002abd40,CMission_ReOpen_Load,ReOpen_Load__8CMissionFv,string-set&callgraph,0.80,string-set: strings=8;order=between;callees=none | callgraph: callgraph round 2; key=callee; |K|=1; order=between,demo_symbol_renames_strings.csv; research/53 | demo_symbol_renames_callgraph_loose.csv; research/52,2026-09-24
0x002ac0e0,CMission_ReOpen_Unload1,ReOpen_Unload1__8CMissionFv,string-set&callgraph,0.80,string-set: strings=3;order=between;callees=overlap | callgraph: callgraph round 1; key=callee; |K|=2; order=between,demo_symbol_renames_strings.csv; research/53 | demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x002ac410,CMission_Open,Open__8CMissionFPCci,callgraph,0.80,callgraph: callgraph round 1; key=callee+pair; |K|=5+5; order=between,demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x002adbc0,CMission_ctor,__ct__8CMissionFv,string-set&callgraph,0.80,string-set: strings=3;order=between;callees=overlap | callgraph: callgraph round 2; key=pair; |K|=5; order=between,demo_symbol_renames_strings.csv; research/53 | demo_symbol_renames_callgraph_loose.csv; research/52,2026-09-24
